task_id,model,model_full,condition,run_id,passed,cc,mi,loc,cognitive,tokens_in,tokens_out,latency_s,cost_usd
HumanEval/38,gpt4o,gpt-4o,minimal,2,True,4,68.55502039697015,4,1,236,84,2.294,0.00143
HumanEval/38,gpt4o,gpt-4o,minimal,3,True,4,95.6060066563852,7,1,236,104,2.176,0.00163
HumanEval/72,claude,claude-sonnet-5,baseline,1,True,3,74.17119967355129,23,2,347,344,4.107,0.004134
HumanEval/72,claude,claude-sonnet-5,baseline,2,True,3,74.17119967355129,23,2,347,344,3.676,0.004134
HumanEval/72,claude,claude-sonnet-5,baseline,3,True,3,74.17119967355129,23,2,347,344,3.66,0.004134
HumanEval/72,claude,claude-sonnet-5,minimal,1,True,2,78.25712463555394,2,1,429,39,2.273,0.001248
HumanEval/72,claude,claude-sonnet-5,minimal,2,True,2,78.25712463555394,2,1,429,39,1.753,0.001248
HumanEval/72,claude,claude-sonnet-5,minimal,3,True,2,78.25712463555394,2,1,429,39,2.44,0.001248
HumanEval/72,gpt4o,gpt-4o,baseline,1,True,2,78.25712463555394,2,1,253,28,1.533,0.000913
HumanEval/72,gpt4o,gpt-4o,baseline,2,True,2,78.25712463555394,2,1,253,28,2.199,0.000913
HumanEval/72,gpt4o,gpt-4o,baseline,3,True,2,78.25712463555394,2,1,253,28,1.656,0.000913
HumanEval/72,gpt4o,gpt-4o,minimal,1,True,2,78.25712463555394,2,1,302,28,1.454,0.001035
HumanEval/72,gpt4o,gpt-4o,minimal,2,True,2,78.25712463555394,2,1,302,28,1.526,0.001035
HumanEval/72,gpt4o,gpt-4o,minimal,3,True,2,78.25712463555394,2,1,302,28,2.003,0.001035
HumanEval/132,claude,claude-sonnet-5,baseline,1,False,,,,,237,1024,11.224,0.010714
HumanEval/132,claude,claude-sonnet-5,baseline,2,False,1,100.0,0,0,237,1024,12.039,0.010714
HumanEval/132,claude,claude-sonnet-5,baseline,3,False,1,100.0,0,0,237,1024,11.833,0.010714
HumanEval/132,claude,claude-sonnet-5,minimal,1,False,6,58.87818507152286,17,8,319,994,10.242,0.010578
HumanEval/132,claude,claude-sonnet-5,minimal,2,False,6,87.44186448586713,29,8,319,736,12.335,0.007998
HumanEval/132,claude,claude-sonnet-5,minimal,3,False,6,87.44186448586713,29,8,319,868,8.741,0.009318
HumanEval/132,gpt4o,gpt-4o,baseline,1,False,7,63.256686907683076,16,13,161,72,2.098,0.001123
HumanEval/132,gpt4o,gpt-4o,baseline,2,False,7,63.256686907683076,16,13,161,72,1.96,0.001123
HumanEval/132,gpt4o,gpt-4o,baseline,3,False,7,63.082974498719125,13,13,161,70,1.711,0.001102
HumanEval/132,gpt4o,gpt-4o,minimal,1,False,4,65.76223657628711,10,4,210,70,1.643,0.001225
HumanEval/132,gpt4o,gpt-4o,minimal,2,False,4,65.76223657628711,10,4,210,70,1.888,0.001225
HumanEval/132,gpt4o,gpt-4o,minimal,3,False,4,65.76223657628711,10,4,210,70,1.771,0.001225
HumanEval/95,claude,claude-sonnet-5,baseline,1,True,8,90.8372692139581,22,6,300,356,3.922,0.00416
HumanEval/95,claude,claude-sonnet-5,baseline,2,True,8,89.63072854890082,20,5,300,349,4.26,0.00409
HumanEval/95,claude,claude-sonnet-5,baseline,3,True,7,90.4222655293597,23,3,300,368,4.463,0.00428
HumanEval/95,claude,claude-sonnet-5,minimal,1,True,8,90.27727302421792,21,6,382,359,4.549,0.004354
HumanEval/95,claude,claude-sonnet-5,minimal,2,True,8,67.64758086241498,10,6,382,110,3.436,0.001864
HumanEval/95,claude,claude-sonnet-5,minimal,3,True,8,90.8372692139581,21,6,382,354,4.376,0.004304
HumanEval/95,gpt4o,gpt-4o,baseline,1,True,7,71.14128963604675,6,4,197,71,2.165,0.001203
HumanEval/95,gpt4o,gpt-4o,baseline,2,True,7,71.14128963604675,6,4,197,69,1.692,0.001182
HumanEval/95,gpt4o,gpt-4o,baseline,3,True,7,71.14128963604675,6,4,197,71,2.416,0.001203
HumanEval/95,gpt4o,gpt-4o,minimal,1,True,7,69.68091477452535,7,4,246,75,2.697,0.001365
HumanEval/95,gpt4o,gpt-4o,minimal,2,True,7,69.68091477452535,7,4,246,75,2.692,0.001365
HumanEval/95,gpt4o,gpt-4o,minimal,3,True,7,69.68091477452535,7,4,246,75,2.117,0.001365
HumanEval/2,claude,claude-sonnet-5,baseline,1,True,1,65.11035329571214,10,0,155,126,2.515,0.00157
HumanEval/2,claude,claude-sonnet-5,baseline,2,True,1,65.11035329571214,10,0,155,126,2.375,0.00157
HumanEval/2,claude,claude-sonnet-5,baseline,3,True,1,65.11035329571214,10,0,155,126,2.796,0.00157
HumanEval/2,claude,claude-sonnet-5,minimal,1,True,1,88.5574946685516,2,0,237,31,2.59,0.000784
HumanEval/2,claude,claude-sonnet-5,minimal,2,True,1,65.11035329571214,10,0,237,126,2.51,0.001734
HumanEval/2,claude,claude-sonnet-5,minimal,3,True,1,65.11035329571214,10,0,237,126,2.399,0.001734
HumanEval/2,gpt4o,gpt-4o,baseline,1,True,1,65.11035329571214,10,0,112,89,2.222,0.00117
HumanEval/2,gpt4o,gpt-4o,baseline,2,True,1,65.11035329571214,10,0,112,89,2.424,0.00117
HumanEval/2,gpt4o,gpt-4o,baseline,3,True,1,65.11035329571214,10,0,112,89,1.995,0.00117
HumanEval/2,gpt4o,gpt-4o,minimal,1,True,1,88.5574946685516,2,0,161,21,1.482,0.000612
HumanEval/2,gpt4o,gpt-4o,minimal,2,True,1,88.5574946685516,2,0,161,21,1.251,0.000612
HumanEval/2,gpt4o,gpt-4o,minimal,3,True,1,88.5574946685516,2,0,161,21,1.54,0.000612
HumanEval/19,claude,claude-sonnet-5,baseline,1,True,2,100.0,19,1,200,318,3.686,0.00358
HumanEval/19,claude,claude-sonnet-5,baseline,2,True,2,100.0,29,1,200,333,3.773,0.00373
HumanEval/19,claude,claude-sonnet-5,baseline,3,True,2,100.0,19,1,200,324,3.737,0.00364
HumanEval/19,claude,claude-sonnet-5,minimal,1,True,1,100.0,17,0,282,301,3.178,0.003574
HumanEval/19,claude,claude-sonnet-5,minimal,2,True,1,100.0,17,0,282,312,3.672,0.003684
HumanEval/19,claude,claude-sonnet-5,minimal,3,True,1,100.0,17,0,282,301,3.53,0.003574
HumanEval/19,gpt4o,gpt-4o,baseline,1,True,1,100.0,16,0,133,201,3.232,0.002342
HumanEval/19,gpt4o,gpt-4o,baseline,2,True,1,100.0,16,0,133,201,3.057,0.002342
HumanEval/19,gpt4o,gpt-4o,baseline,3,True,1,100.0,16,0,133,201,2.964,0.002342
HumanEval/19,gpt4o,gpt-4o,minimal,1,True,1,100.0,8,0,182,107,2.226,0.001525
HumanEval/19,gpt4o,gpt-4o,minimal,2,True,1,100.0,8,0,182,112,2.418,0.001575
HumanEval/19,gpt4o,gpt-4o,minimal,3,True,1,100.0,8,0,182,112,2.177,0.001575
HumanEval/76,claude,claude-sonnet-5,baseline,1,False,4,66.90281846308689,9,3,212,134,3.25,0.001764
HumanEval/76,claude,claude-sonnet-5,baseline,2,False,9,84.55296207733885,27,9,212,348,4.685,0.003904
HumanEval/76,claude,claude-sonnet-5,baseline,3,False,5,88.42350958679094,22,4,212,299,4.382,0.003414
HumanEval/76,claude,claude-sonnet-5,minimal,1,False,3,69.78756277049166,7,2,294,90,2.4,0.001488
HumanEval/76,claude,claude-sonnet-5,minimal,2,False,3,69.78756277049166,7,2,294,88,2.453,0.001468
HumanEval/76,claude,claude-sonnet-5,minimal,3,False,3,69.78756277049166,7,2,294,173,3.264,0.002318
HumanEval/76,gpt4o,gpt-4o,baseline,1,False,4,66.51593263451406,9,3,170,58,1.643,0.001005
HumanEval/76,gpt4o,gpt-4o,baseline,2,False,4,66.51593263451406,9,3,170,58,2.353,0.001005
HumanEval/76,gpt4o,gpt-4o,baseline,3,False,3,69.58573721549607,7,2,170,49,3.11,0.000915
HumanEval/76,gpt4o,gpt-4o,minimal,1,False,3,70.46612795577464,7,2,219,45,1.596,0.000998
HumanEval/76,gpt4o,gpt-4o,minimal,2,False,3,70.46612795577464,7,2,219,45,1.775,0.000998
HumanEval/76,gpt4o,gpt-4o,minimal,3,False,3,70.46612795577464,7,2,219,45,2.465,0.000998
HumanEval/109,claude,claude-sonnet-5,baseline,1,True,5,68.99062964925606,39,5,442,495,5.698,0.005834
HumanEval/109,claude,claude-sonnet-5,baseline,2,True,5,62.730693558499205,14,5,442,122,3.061,0.002104
HumanEval/109,claude,claude-sonnet-5,baseline,3,True,5,68.99062964925606,39,5,442,495,5.732,0.005834
HumanEval/109,claude,claude-sonnet-5,minimal,1,True,2,70.00859375530068,7,1,524,102,2.503,0.002068
HumanEval/109,claude,claude-sonnet-5,minimal,2,True,2,70.00859375530068,7,1,524,102,2.538,0.002068
HumanEval/109,claude,claude-sonnet-5,minimal,3,True,2,70.00859375530068,7,1,524,102,2.218,0.002068
HumanEval/109,gpt4o,gpt-4o,baseline,1,True,5,64.11245468950274,14,7,329,75,2.853,0.001572
HumanEval/109,gpt4o,gpt-4o,baseline,2,True,5,64.11245468950274,14,7,329,75,2.211,0.001572
HumanEval/109,gpt4o,gpt-4o,baseline,3,True,7,59.72219816890493,20,9,329,100,2.355,0.001822
HumanEval/109,gpt4o,gpt-4o,minimal,1,True,4,70.09775854209201,8,4,378,54,3.287,0.001485
HumanEval/109,gpt4o,gpt-4o,minimal,2,True,4,70.09775854209201,8,4,378,54,2.444,0.001485
HumanEval/109,gpt4o,gpt-4o,minimal,3,True,4,70.09775854209201,8,4,378,54,1.419,0.001485
HumanEval/67,claude,claude-sonnet-5,baseline,1,True,3,84.44724042799471,3,0,351,59,2.335,0.001292
HumanEval/67,claude,claude-sonnet-5,baseline,2,True,3,84.44724042799471,3,0,351,59,2.086,0.001292
HumanEval/67,claude,claude-sonnet-5,baseline,3,True,3,84.44724042799471,3,0,351,59,2.341,0.001292
HumanEval/67,claude,claude-sonnet-5,minimal,1,True,3,84.44724042799471,3,0,433,59,1.725,0.001456
HumanEval/67,claude,claude-sonnet-5,minimal,2,True,3,84.44724042799471,3,0,433,59,2.216,0.001456
HumanEval/67,claude,claude-sonnet-5,minimal,3,True,3,84.44724042799471,3,0,433,59,2.873,0.001456
HumanEval/67,gpt4o,gpt-4o,baseline,1,True,1,76.60788737769361,5,0,238,41,2.224,0.001005
HumanEval/67,gpt4o,gpt-4o,baseline,2,True,1,76.60788737769361,5,0,238,41,1.783,0.001005
HumanEval/67,gpt4o,gpt-4o,baseline,3,True,1,76.60788737769361,5,0,238,41,2.148,0.001005
HumanEval/67,gpt4o,gpt-4o,minimal,1,True,1,76.60788737769361,5,0,287,41,1.699,0.001128
HumanEval/67,gpt4o,gpt-4o,minimal,2,True,1,76.60788737769361,5,0,287,41,1.613,0.001128
HumanEval/67,gpt4o,gpt-4o,minimal,3,True,1,76.60788737769361,5,0,287,41,1.696,0.001128
HumanEval/159,claude,claude-sonnet-5,baseline,1,True,2,74.03923627635994,5,2,425,69,3.643,0.00154
HumanEval/159,claude,claude-sonnet-5,baseline,2,True,2,74.03923627635994,5,2,425,60,3.018,0.00145
HumanEval/159,claude,claude-sonnet-5,baseline,3,True,2,74.03923627635994,5,2,425,60,3.259,0.00145
HumanEval/159,claude,claude-sonnet-5,minimal,1,True,2,74.03923627635994,5,2,507,60,2.928,0.001614
HumanEval/159,claude,claude-sonnet-5,minimal,2,True,2,74.03923627635994,5,2,507,60,1.958,0.001614
HumanEval/159,claude,claude-sonnet-5,minimal,3,True,2,74.03923627635994,5,2,507,60,2.465,0.001614
HumanEval/159,gpt4o,gpt-4o,baseline,1,True,1,78.39554672677042,4,0,303,49,2.35,0.001247
HumanEval/159,gpt4o,gpt-4o,baseline,2,True,1,78.39554672677042,4,0,303,49,1.692,0.001247
HumanEval/159,gpt4o,gpt-4o,baseline,3,True,1,78.39554672677042,4,0,303,47,1.866,0.001227
HumanEval/159,gpt4o,gpt-4o,minimal,1,True,1,78.39554672677042,4,0,352,47,1.808,0.00135
HumanEval/159,gpt4o,gpt-4o,minimal,2,True,1,78.39554672677042,4,0,352,47,2.676,0.00135
HumanEval/159,gpt4o,gpt-4o,minimal,3,True,1,78.39554672677042,4,0,352,47,1.561,0.00135
HumanEval/158,claude,claude-sonnet-5,baseline,1,True,1,59.97951498849627,11,0,214,206,2.687,0.002488
HumanEval/158,claude,claude-sonnet-5,baseline,2,True,1,59.97951498849627,11,0,214,206,2.807,0.002488
HumanEval/158,claude,claude-sonnet-5,baseline,3,True,1,59.97951498849627,11,0,214,206,2.809,0.002488
HumanEval/158,claude,claude-sonnet-5,minimal,1,True,1,87.34977519571046,2,0,296,44,2.63,0.001032
HumanEval/158,claude,claude-sonnet-5,minimal,2,True,1,87.34977519571046,2,0,296,44,1.938,0.001032
HumanEval/158,claude,claude-sonnet-5,minimal,3,True,1,87.34977519571046,2,0,296,44,2.281,0.001032
HumanEval/158,gpt4o,gpt-4o,baseline,1,True,5,66.29774982088124,9,5,148,77,2.38,0.00114
HumanEval/158,gpt4o,gpt-4o,baseline,2,True,5,66.29774982088124,9,5,148,77,2.684,0.00114
HumanEval/158,gpt4o,gpt-4o,baseline,3,True,5,66.29774982088124,9,5,148,77,3.328,0.00114
HumanEval/158,gpt4o,gpt-4o,minimal,1,False,1,87.34977519571046,2,0,197,29,1.741,0.000782
HumanEval/158,gpt4o,gpt-4o,minimal,2,False,1,87.34977519571046,2,0,197,28,1.723,0.000772
HumanEval/158,gpt4o,gpt-4o,minimal,3,False,1,87.34977519571046,2,0,197,28,2.16,0.000772
HumanEval/144,claude,claude-sonnet-5,baseline,1,True,1,86.70219800154757,19,0,243,286,3.72,0.003346
HumanEval/144,claude,claude-sonnet-5,baseline,2,True,1,71.5603740592866,6,0,243,97,2.867,0.001456
HumanEval/144,claude,claude-sonnet-5,baseline,3,True,1,86.70219800154757,19,0,243,286,4.215,0.003346
HumanEval/144,claude,claude-sonnet-5,minimal,1,True,1,86.70219800154757,17,0,325,286,3.699,0.00351
HumanEval/144,claude,claude-sonnet-5,minimal,2,True,1,86.70219800154757,17,0,325,286,3.531,0.00351
HumanEval/144,claude,claude-sonnet-5,minimal,3,True,1,71.5603740592866,6,0,325,97,2.521,0.00162
HumanEval/144,gpt4o,gpt-4o,baseline,1,True,1,67.71912566668294,12,0,183,88,2.194,0.001337
HumanEval/144,gpt4o,gpt-4o,baseline,2,True,1,67.71912566668294,12,0,183,88,2.541,0.001337
HumanEval/144,gpt4o,gpt-4o,baseline,3,True,1,67.71912566668294,12,0,183,88,1.829,0.001337
HumanEval/144,gpt4o,gpt-4o,minimal,1,True,1,74.59576264055268,5,0,232,62,1.9,0.0012
HumanEval/144,gpt4o,gpt-4o,minimal,2,True,1,71.5603740592866,6,0,232,69,1.931,0.00127
HumanEval/144,gpt4o,gpt-4o,minimal,3,True,1,74.59576264055268,5,0,232,62,2.399,0.0012
HumanEval/112,claude,claude-sonnet-5,baseline,1,True,3,74.68492742734401,4,0,249,72,2.527,0.001218
HumanEval/112,claude,claude-sonnet-5,baseline,2,True,3,76.79891896611021,3,0,249,56,2.286,0.001058
HumanEval/112,claude,claude-sonnet-5,baseline,3,True,3,74.68492742734401,4,0,249,72,2.204,0.001218
HumanEval/112,claude,claude-sonnet-5,minimal,1,True,3,76.79891896611021,3,0,331,56,2.637,0.001222
HumanEval/112,claude,claude-sonnet-5,minimal,2,True,3,76.79891896611021,3,0,331,56,3.004,0.001222
HumanEval/112,claude,claude-sonnet-5,minimal,3,True,3,76.79891896611021,3,0,331,56,2.919,0.001222
HumanEval/112,gpt4o,gpt-4o,baseline,1,True,3,74.68492742734401,4,0,192,47,1.846,0.00095
HumanEval/112,gpt4o,gpt-4o,baseline,2,True,3,74.68492742734401,4,0,192,47,1.691,0.00095
HumanEval/112,gpt4o,gpt-4o,baseline,3,True,3,100.0,7,0,192,81,2.155,0.00129
HumanEval/112,gpt4o,gpt-4o,minimal,1,True,3,74.68492742734401,4,0,241,47,1.504,0.001072
HumanEval/112,gpt4o,gpt-4o,minimal,2,True,3,74.68492742734401,4,0,241,47,1.688,0.001072
HumanEval/112,gpt4o,gpt-4o,minimal,3,True,3,74.68492742734401,4,0,241,47,2.028,0.001072
HumanEval/3,claude,claude-sonnet-5,baseline,1,True,3,96.41268794345224,18,3,199,208,2.872,0.002478
HumanEval/3,claude,claude-sonnet-5,baseline,2,True,3,71.88621556846499,10,3,199,79,2.219,0.001188
HumanEval/3,claude,claude-sonnet-5,baseline,3,True,3,71.88621556846499,10,3,199,79,2.695,0.001188
HumanEval/3,claude,claude-sonnet-5,minimal,1,True,3,96.41268794345224,18,3,281,199,4.218,0.002552
HumanEval/3,claude,claude-sonnet-5,minimal,2,True,3,96.41268794345224,18,3,281,199,4.023,0.002552
HumanEval/3,claude,claude-sonnet-5,minimal,3,True,3,96.41268794345224,18,3,281,199,4.109,0.002552
HumanEval/3,gpt4o,gpt-4o,baseline,1,True,3,73.15124981438153,7,3,146,48,2.295,0.000845
HumanEval/3,gpt4o,gpt-4o,baseline,2,True,3,73.15124981438153,7,3,146,48,1.695,0.000845
HumanEval/3,gpt4o,gpt-4o,baseline,3,True,3,73.15124981438153,7,3,146,48,1.73,0.000845
HumanEval/3,gpt4o,gpt-4o,minimal,1,True,3,73.15124981438153,7,3,195,48,1.938,0.000968
HumanEval/3,gpt4o,gpt-4o,minimal,2,True,3,71.88621556846499,9,3,195,53,1.61,0.001017
HumanEval/3,gpt4o,gpt-4o,minimal,3,True,3,71.88621556846499,9,3,195,53,1.388,0.001017
HumanEval/102,claude,claude-sonnet-5,baseline,1,True,4,92.55544465837751,16,3,155,177,3.609,0.00208
HumanEval/102,claude,claude-sonnet-5,baseline,2,True,4,92.55544465837751,16,3,155,196,3.406,0.00227
HumanEval/102,claude,claude-sonnet-5,baseline,3,True,4,92.55544465837751,16,3,155,195,3.428,0.00226
HumanEval/102,claude,claude-sonnet-5,minimal,1,True,4,92.55544465837751,16,3,237,178,2.886,0.002254
HumanEval/102,claude,claude-sonnet-5,minimal,2,True,4,92.55544465837751,16,3,237,204,3.813,0.002514
HumanEval/102,claude,claude-sonnet-5,minimal,3,True,4,92.55544465837751,16,3,237,192,3.033,0.002394
HumanEval/102,gpt4o,gpt-4o,baseline,1,True,3,72.89855746049916,5,3,121,45,1.471,0.000753
HumanEval/102,gpt4o,gpt-4o,baseline,2,True,3,72.89855746049916,5,3,121,45,1.802,0.000753
HumanEval/102,gpt4o,gpt-4o,baseline,3,True,3,72.89855746049916,5,3,121,45,1.488,0.000753
HumanEval/102,gpt4o,gpt-4o,minimal,1,True,3,72.89855746049916,5,3,170,48,1.808,0.000905
HumanEval/102,gpt4o,gpt-4o,minimal,2,True,3,72.89855746049916,5,3,170,48,2.223,0.000905
HumanEval/102,gpt4o,gpt-4o,minimal,3,True,3,72.89855746049916,5,3,170,48,3.757,0.000905
HumanEval/54,claude,claude-sonnet-5,baseline,1,True,1,68.00016381486833,17,0,262,238,3.749,0.002904
HumanEval/54,claude,claude-sonnet-5,baseline,2,True,1,68.00016381486833,17,0,262,238,3.837,0.002904
HumanEval/54,claude,claude-sonnet-5,baseline,3,True,1,68.00016381486833,17,0,262,238,3.587,0.002904
HumanEval/54,claude,claude-sonnet-5,minimal,1,True,1,68.00016381486833,17,0,344,238,3.213,0.003068
HumanEval/54,claude,claude-sonnet-5,minimal,2,True,1,68.00016381486833,17,0,344,238,3.5,0.003068
HumanEval/54,claude,claude-sonnet-5,minimal,3,True,1,68.00016381486833,17,0,344,238,3.93,0.003068
HumanEval/54,gpt4o,gpt-4o,baseline,1,True,1,68.00016381486833,17,0,166,147,2.937,0.001885
HumanEval/54,gpt4o,gpt-4o,baseline,2,True,1,68.00016381486833,17,0,166,147,2.263,0.001885
HumanEval/54,gpt4o,gpt-4o,baseline,3,True,1,68.00016381486833,17,0,166,147,2.45,0.001885
HumanEval/54,gpt4o,gpt-4o,minimal,1,True,1,88.5574946685516,2,0,215,28,1.804,0.000817
HumanEval/54,gpt4o,gpt-4o,minimal,2,True,1,88.5574946685516,2,0,215,28,1.458,0.000817
HumanEval/54,gpt4o,gpt-4o,minimal,3,True,1,88.5574946685516,2,0,215,28,2.505,0.000817
HumanEval/32,claude,claude-sonnet-5,baseline,1,False,7,82.28607812468108,38,7,397,534,5.278,0.006134
HumanEval/32,claude,claude-sonnet-5,baseline,2,False,7,82.38396011835658,39,6,397,528,4.908,0.006074
HumanEval/32,claude,claude-sonnet-5,baseline,3,False,7,82.28607812468108,38,7,397,527,4.835,0.006064
HumanEval/32,claude,claude-sonnet-5,minimal,1,False,6,82.7709801117311,34,5,479,518,6.431,0.006138
HumanEval/32,claude,claude-sonnet-5,minimal,2,False,6,82.7709801117311,34,5,479,500,6.276,0.005958
HumanEval/32,claude,claude-sonnet-5,minimal,3,False,6,82.7709801117311,34,5,479,502,5.534,0.005978
HumanEval/32,gpt4o,gpt-4o,baseline,1,False,6,84.07140289847972,43,5,288,393,4.64,0.00465
HumanEval/32,gpt4o,gpt-4o,baseline,2,False,6,83.77369750884905,40,5,288,394,4.387,0.00466
HumanEval/32,gpt4o,gpt-4o,baseline,3,False,6,85.45063564081116,36,5,288,356,4.651,0.00428
HumanEval/32,gpt4o,gpt-4o,minimal,1,False,4,60.42258820209174,14,5,337,112,2.494,0.001962
HumanEval/32,gpt4o,gpt-4o,minimal,2,False,4,60.033704757197114,14,5,337,126,2.61,0.002103
HumanEval/32,gpt4o,gpt-4o,minimal,3,False,3,70.8707678524211,24,0,337,278,3.6,0.003622
HumanEval/75,claude,claude-sonnet-5,baseline,1,True,5,84.81065290531731,26,17,151,286,4.996,0.003162
HumanEval/75,claude,claude-sonnet-5,baseline,2,True,10,80.58809412796073,30,29,151,304,4.336,0.003342
HumanEval/75,claude,claude-sonnet-5,baseline,3,True,7,58.880689339944496,17,21,151,212,3.849,0.002422
HumanEval/75,claude,claude-sonnet-5,minimal,1,True,7,88.74628827631084,24,21,233,283,3.466,0.003296
HumanEval/75,claude,claude-sonnet-5,minimal,2,False,4,59.800372492597376,17,15,233,192,3.038,0.002386
HumanEval/75,claude,claude-sonnet-5,minimal,3,True,7,60.46982232205393,17,21,233,158,2.693,0.002046
HumanEval/75,gpt4o,gpt-4o,baseline,1,True,7,87.61697149799691,24,21,109,208,2.387,0.002352
HumanEval/75,gpt4o,gpt-4o,baseline,2,True,7,87.61697149799691,24,21,109,208,3.395,0.002352
HumanEval/75,gpt4o,gpt-4o,baseline,3,True,7,59.340505543739994,17,21,109,140,2.451,0.001672
HumanEval/75,gpt4o,gpt-4o,minimal,1,False,5,69.60508498337086,8,10,158,81,1.808,0.001205
HumanEval/75,gpt4o,gpt-4o,minimal,2,False,5,69.60508498337086,8,10,158,81,2.114,0.001205
HumanEval/75,gpt4o,gpt-4o,minimal,3,False,5,69.60508498337086,8,10,158,81,1.735,0.001205
HumanEval/14,claude,claude-sonnet-5,baseline,1,False,2,99.65108917260686,9,0,128,115,2.798,0.001406
HumanEval/14,claude,claude-sonnet-5,baseline,2,False,2,99.65108917260686,9,0,128,115,2.83,0.001406
HumanEval/14,claude,claude-sonnet-5,baseline,3,False,2,99.65108917260686,9,0,128,115,2.448,0.001406
HumanEval/14,claude,claude-sonnet-5,minimal,1,False,2,99.65108917260686,9,0,210,115,2.884,0.00157
HumanEval/14,claude,claude-sonnet-5,minimal,2,False,2,99.65108917260686,9,0,210,115,2.521,0.00157
HumanEval/14,claude,claude-sonnet-5,minimal,3,False,2,99.65108917260686,9,0,210,115,2.425,0.00157
HumanEval/14,gpt4o,gpt-4o,baseline,1,False,2,99.65108917260686,8,0,87,78,2.54,0.000997
HumanEval/14,gpt4o,gpt-4o,baseline,2,False,2,99.65108917260686,8,0,87,78,2.387,0.000997
HumanEval/14,gpt4o,gpt-4o,baseline,3,False,2,99.65108917260686,8,0,87,78,2.444,0.000997
HumanEval/14,gpt4o,gpt-4o,minimal,1,False,2,81.85633424453339,4,0,136,42,1.873,0.00076
HumanEval/14,gpt4o,gpt-4o,minimal,2,False,2,81.85633424453339,4,0,136,42,1.663,0.00076
HumanEval/14,gpt4o,gpt-4o,minimal,3,False,2,81.85633424453339,4,0,136,42,1.731,0.00076
HumanEval/128,claude,claude-sonnet-5,baseline,1,True,5,90.46276293153718,23,5,202,251,3.495,0.002914
HumanEval/128,claude,claude-sonnet-5,baseline,2,True,5,90.46276293153718,26,5,202,243,3.15,0.002834
HumanEval/128,claude,claude-sonnet-5,baseline,3,True,5,90.46276293153718,23,5,202,239,3.144,0.002794
HumanEval/128,claude,claude-sonnet-5,minimal,1,True,5,63.472491956294256,12,5,284,106,2.805,0.001628
HumanEval/128,claude,claude-sonnet-5,minimal,2,True,5,62.766882533392945,14,5,284,110,2.5,0.001668
HumanEval/128,claude,claude-sonnet-5,minimal,3,True,5,90.46276293153718,23,5,284,252,3.536,0.003088
HumanEval/128,gpt4o,gpt-4o,baseline,1,True,5,60.471962877924696,14,6,150,92,2.193,0.001295
HumanEval/128,gpt4o,gpt-4o,baseline,2,True,5,60.471962877924696,14,6,150,92,2.596,0.001295
HumanEval/128,gpt4o,gpt-4o,baseline,3,True,5,60.471962877924696,14,6,150,92,1.894,0.001295
HumanEval/128,gpt4o,gpt-4o,minimal,1,True,5,60.471962877924696,14,6,199,92,2.5,0.001417
HumanEval/128,gpt4o,gpt-4o,minimal,2,True,5,62.766882533392945,12,5,199,82,2.094,0.001318
HumanEval/128,gpt4o,gpt-4o,minimal,3,True,5,60.471962877924696,14,6,199,92,2.312,0.001417
HumanEval/53,claude,claude-sonnet-5,baseline,1,True,1,72.06769654236032,8,0,101,69,2.227,0.000892
HumanEval/53,claude,claude-sonnet-5,baseline,2,True,1,72.06769654236032,8,0,101,69,2.084,0.000892
HumanEval/53,claude,claude-sonnet-5,baseline,3,True,1,72.06769654236032,8,0,101,69,2.124,0.000892
HumanEval/53,claude,claude-sonnet-5,minimal,1,True,1,72.06769654236032,8,0,183,69,3.187,0.001056
HumanEval/53,claude,claude-sonnet-5,minimal,2,True,1,72.06769654236032,8,0,183,69,2.529,0.001056
HumanEval/53,claude,claude-sonnet-5,minimal,3,True,1,72.06769654236032,8,0,183,69,2.52,0.001056
HumanEval/53,gpt4o,gpt-4o,baseline,1,True,1,72.06769654236032,8,0,81,57,1.985,0.000772
HumanEval/53,gpt4o,gpt-4o,baseline,2,True,1,72.06769654236032,8,0,81,57,1.759,0.000772
HumanEval/53,gpt4o,gpt-4o,baseline,3,True,1,72.06769654236032,8,0,81,57,2.076,0.000772
HumanEval/53,gpt4o,gpt-4o,minimal,1,True,1,72.06769654236032,8,0,130,57,2.337,0.000895
HumanEval/53,gpt4o,gpt-4o,minimal,2,True,1,72.06769654236032,8,0,130,57,1.939,0.000895
HumanEval/53,gpt4o,gpt-4o,minimal,3,True,1,72.06769654236032,8,0,130,57,1.879,0.000895
HumanEval/43,claude,claude-sonnet-5,baseline,1,True,3,75.60345168368548,22,3,276,278,3.274,0.003332
HumanEval/43,claude,claude-sonnet-5,baseline,2,True,3,75.60345168368548,22,3,276,278,3.608,0.003332
HumanEval/43,claude,claude-sonnet-5,baseline,3,True,3,75.60345168368548,22,3,276,278,3.314,0.003332
HumanEval/43,claude,claude-sonnet-5,minimal,1,True,3,75.60345168368548,22,3,358,278,3.307,0.003496
HumanEval/43,claude,claude-sonnet-5,minimal,2,True,3,75.60345168368548,22,3,358,278,3.212,0.003496
HumanEval/43,claude,claude-sonnet-5,minimal,3,True,3,75.60345168368548,22,3,358,278,3.178,0.003496
HumanEval/43,gpt4o,gpt-4o,baseline,1,True,3,75.60345168368548,22,3,185,186,3.197,0.002322
HumanEval/43,gpt4o,gpt-4o,baseline,2,True,3,75.60345168368548,22,3,185,186,2.907,0.002322
